date,sta,flight_no,origin,origin_code,airline_name,aircraft_type,tail_reg,icao_cat,cbp_flag,actual_landing,status_source,gate,Status
13-Apr-26,10:20,EA3321,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,10:28,Actual,419,Arrival
13-Apr-26,10:25,FR555,Manchester (MAN),MAN,Ryanair,B38M,EI-HEZ,C,FALSE,10:08,Actual,202,Arrival
13-Apr-26,10:25,FR1983,Biarritz (BIQ),BIQ,Ryanair,B738,EI-EVJ,C,FALSE,09:55,Actual,208,Arrival
13-Apr-26,10:25,KL1137,Amsterdam (AMS),AMS,KLM,B738,PH-BXA,C,FALSE,10:18,Actual,119,Arrival
13-Apr-26,10:35,EI124,Chicago (ORD),ORD,Aer Lingus,A333,EI-DUZ,E,TRUE,10:09,Actual,404,Arrival
13-Apr-26,10:35,BA4462,London (LCY),LCY,British Airways,E190,G-LCYP,C,FALSE,10:22,Actual,425,Arrival
13-Apr-26,10:40,UA228,Washington (IAD),IAD,United Airlines,B752,N19117,D,TRUE,10:24,Actual,518,Arrival
13-Apr-26,10:45,DL154,Boston (BOS),BOS,Delta Air Lines,B763,N173DZ,D,TRUE,10:19,Actual,503,Arrival
13-Apr-26,10:45,FR658,Brussels (BRU),BRU,Ryanair,B38M,EI-IHN,C,FALSE,10:59,Actual,203,Arrival
13-Apr-26,10:55,EA3551,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,10:45,Actual,418,Arrival
13-Apr-26,10:55,FR421,Amsterdam (AMS),AMS,Ryanair,B738,9H-QEK,C,FALSE,10:55,Actual,210,Arrival
13-Apr-26,10:55,FR7033,Faro (FAO),FAO,Ryanair,B738,9H-QDL,C,FALSE,10:42,Actual,205,Arrival
13-Apr-26,10:55,SK535,Stockholm (ARN),ARN,SAS,A20N,SE-ROE,C,FALSE,10:38,Actual,R101,Arrival
13-Apr-26,11:00,EA3301,Southampton (SOU),SOU,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,10:35,Actual,419,Arrival
13-Apr-26,11:00,FR331,London (LTN),LTN,Ryanair,B738,EI-EBY,C,FALSE,10:33,Actual,204,Arrival
13-Apr-26,11:00,GR686,Guernsey (GCI),GCI,Aurigny,AT76,G-OGFC,B,FALSE,10:39,Actual,R101,Arrival
13-Apr-26,11:05,EI631,Brussels (BRU),BRU,Aer Lingus,A320,EI-GAL,C,FALSE,11:18,Actual,416,Arrival
13-Apr-26,11:05,EW9394,Dusseldorf (DUS),DUS,Eurowings,A321,D-AIDO,C,FALSE,11:08,Actual,R101,Arrival
13-Apr-26,11:05,FR115,London (LGW),LGW,Ryanair,B738,EI-DPP,C,FALSE,11:03,Actual,208,Arrival
13-Apr-26,11:10,UA317,New York (EWR),EWR,United Airlines,B752,N14115,D,TRUE,10:14,Actual,519,Arrival
13-Apr-26,11:10,FR3619,Turin (TRN),TRN,Ryanair,B738,SP-RKH,C,FALSE,11:06,Actual,204,Arrival
13-Apr-26,11:15,EI521,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRF,C,FALSE,10:57,Actual,410,Arrival
13-Apr-26,11:15,FR4845,Milan (BGY),BGY,Ryanair,B38M,9H-VVJ,C,FALSE,11:15,Actual,203,Arrival
13-Apr-26,11:20,EI155,London (LHR),LHR,Aer Lingus,A320,EI-FNJ,C,FALSE,11:11,Actual,411,Arrival
13-Apr-26,11:20,FR612,Kerry (KIR),KIR,Ryanair,B738,EI-GJT,C,FALSE,10:53,Actual,204,Arrival
13-Apr-26,11:25,EI693,Dusseldorf (DUS),DUS,Aer Lingus,A320,EI-DEM,C,FALSE,11:13,Actual,411,Arrival
13-Apr-26,11:30,EI681,Geneva (GVA),GVA,Aer Lingus,A20N,EI-NSH,C,FALSE,11:27,Actual,413,Arrival
13-Apr-26,11:30,XQ532,Antalya (AYT),AYT,SunExpress (Crystal Palace Livery),B38M,TC-SMF,C,FALSE,10:50,Actual,R101,Arrival
13-Apr-26,11:40,EI108,New York (JFK),JFK,Aer Lingus,A21N,EI-XLV,C,TRUE,11:38,Actual,411,Arrival
13-Apr-26,11:40,LH978,Frankfurt (FRA),FRA,Lufthansa,A20N,D-AIJD,C,FALSE,11:24,Actual,119,Arrival
13-Apr-26,11:45,EI60,San Francisco (SFO),SFO,Aer Lingus,A333,EI-EIN,E,TRUE,12:48,Actual,406,Arrival
13-Apr-26,11:50,SK537,Copenhagen (CPH),CPH,SAS,A20N,EI-SIB,C,FALSE,11:29,Actual,R101,Arrival
13-Apr-26,12:00,BA828,London (LHR),LHR,British Airways,A21N,G-TNEE,C,FALSE,11:46,Actual,423,Arrival
13-Apr-26,12:00,FR4284,Marseille (MRS),MRS,Ryanair,B738,SP-RSQ,C,FALSE,11:58,Actual,210,Arrival
13-Apr-26,12:05,EI142,Cancun (CUN),CUN,Aer Lingus,A333,EI-FNH,E,FALSE,12:12,Actual,409,Arrival
13-Apr-26,12:05,EI333,Berlin (BER),BER,Aer Lingus,A320,EI-GAM,C,FALSE,12:08,Actual,415,Arrival
13-Apr-26,12:05,FR1739,Valencia (VLC),VLC,Ryanair,B738,EI-EGD,C,FALSE,12:10,Actual,209,Arrival
13-Apr-26,12:05,WF372,Bergen (BGO),BGO,Wideroe,E290,LN-WEB,C,FALSE,11:41,Actual,R101,Arrival
13-Apr-26,12:10,EI651,Frankfurt (FRA),FRA,Aer Lingus,A320,EI-DEI,C,FALSE,11:44,Actual,405,Arrival
13-Apr-26,12:10,LX400,Zurich (ZRH),ZRH,Swiss,BCS3,HB-JCJ,C,FALSE,12:04,Actual,R101,Arrival
13-Apr-26,12:15,EI52,Seattle (SEA),SEA,Aer Lingus,A332,EI-DUO,E,TRUE,11:32,Actual,404,Arrival
13-Apr-26,12:15,FR6920,Barcelona (BCN),BCN,Ryanair,B738,SP-RKV,C,FALSE,12:38,Actual,202,Arrival
13-Apr-26,12:16,N/A,Glasgow (GLA),GLA,NetJets,C56X,G-NJAK,C,FALSE,12:00,Actual,R110,Arrival
13-Apr-26,12:20,EI593,Madrid (MAD),MAD,Aer Lingus,A320,EI-DVG,C,FALSE,12:01,Actual,415,Arrival
13-Apr-26,12:20,EW2774,Stuttgart (STR),STR,Eurowings,A319,D-AGWV,C,FALSE,12:25,Actual,R101,Arrival
13-Apr-26,12:20,FR7137,Lisbon (LIS),LIS,Ryanair,B38M,9H-VVL,C,FALSE,12:16,Actual,105,Arrival
13-Apr-26,12:20,EK161,Dubai (DXB),DXB,Emirates,B77W,A6-ENV,C,FALSE,12:20,Actual,R101,Arrival
13-Apr-26,12:25,EA3555,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,12:06,Actual,421,Arrival
13-Apr-26,12:25,FR3955,Nice (NCE),NCE,Ryanair,B38M,9H-VUZ,C,FALSE,12:29,Actual,201,Arrival
13-Apr-26,12:30,FR817,Edinburgh (EDI),EDI,Ryanair,B38M,EI-ILH,C,FALSE,12:34,Actual,210,Arrival
13-Apr-26,12:30,FR1924,Warsaw (WMI),WMI,Ryanair,B38M,EI-IJD,C,FALSE,12:18,Actual,202,Arrival
13-Apr-26,12:35,FR438,Reus (REU),REU,Ryanair,B738,SP-RKD,C,FALSE,12:31,Actual,206,Arrival
13-Apr-26,12:35,FR9457,Bologna (BLQ),BLQ,Ryanair,B738,9H-QCX,C,FALSE,12:23,Actual,210,Arrival
13-Apr-26,12:40,KL1139,Amsterdam (AMS),AMS,KLM,E295,PH-NXW,C,FALSE,12:35,Actual,118,Arrival
13-Apr-26,12:45,EI205,Manchester (MAN),MAN,Aer Lingus,A21N,EI-LRE,C,FALSE,12:32,Actual,415,Arrival
13-Apr-26,12:50,EI343,Zurich (ZRH),ZRH,Aer Lingus,A320,EI-EDS,C,FALSE,12:27,Actual,408,Arrival
13-Apr-26,12:50,EI563,Barcelona (BCN),BCN,Aer Lingus,A20N,EI-NSD,C,FALSE,12:42,Actual,411,Arrival
13-Apr-26,12:55,EI433,Milan (LIN),LIN,Aer Lingus,A320,EI-DEP,C,FALSE,12:58,Actual,411,Arrival
13-Apr-26,12:55,FR287,London (STN),STN,Ryanair,B738,SP-RKW,C,FALSE,12:39,Actual,209,Arrival
13-Apr-26,13:00,FR25,Paris (BVA),BVA,Ryanair,B38M,EI-IJZ,C,FALSE,12:45,Actual,208,Arrival
13-Apr-26,13:00,PC1157,Istanbul (SAW),SAW,Pegasus,A20N,TC-NBA,C,FALSE,12:44,Actual,R101,Arrival
13-Apr-26,13:05,EI353,Munich (MUC),MUC,Aer Lingus,A320,EI-DVH,C,FALSE,13:00,Actual,413,Arrival
13-Apr-26,13:05,FR663,Birmingham (BHX),BHX,Ryanair,B738,EI-GXK,C,FALSE,13:07,Actual,206,Arrival
13-Apr-26,13:15,EA3223,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPK,B,FALSE,14:41,Actual,419,Arrival
13-Apr-26,13:15,EI3323,Manchester (MAN),MAN,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,12:52,Actual,420,Arrival
13-Apr-26,13:15,FI418,Reykjavik (KEF),KEF,Icelandair,B39M,TF-ICA,C,FALSE,13:14,Actual,R101,Arrival
13-Apr-26,13:20,FR1112,London (LGW),LGW,Ryanair,B738,9H-QAD,C,FALSE,12:55,Actual,205,Arrival
13-Apr-26,13:20,MS775,Cairo (CAI),CAI,Egyptair (90 Years Sticker),A20N,SU-GFO,C,FALSE,13:12,Actual,R101,Arrival
13-Apr-26,13:22,N/A,Cork (ORK),ORK,Aer Lingus,A320,EI-DVN,C,FALSE,13:05,Actual,415,Arrival
13-Apr-26,13:25,EI643,Prague (PRG),PRG,Aer Lingus,A320,EI-DES,C,FALSE,13:03,Actual,410,Arrival
13-Apr-26,13:30,EI159,London (LHR),LHR,Aer Lingus,A20N,EI-NSE,C,FALSE,13:16,Actual,406,Arrival
13-Apr-26,13:30,FR5569,Rome (FCO),FCO,Ryanair,B38M,EI-IFW,C,FALSE,14:32,Actual,207,Arrival
13-Apr-26,13:35,EI403,Rome (FCO),FCO,Aer Lingus,A320,EI-DEH,C,FALSE,14:17,Actual,405,Arrival
13-Apr-26,13:35,FR7045,Malaga (AGP),AGP,Ryanair,B738,SP-RKM,C,FALSE,14:15,Actual,204,Arrival
13-Apr-26,13:40,EI661,Vienna (VIE),VIE,Aer Lingus,A320,EI-DVL,C,FALSE,13:10,Actual,410,Arrival
13-Apr-26,13:40,EI3253,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-GPN,B,FALSE,13:18,Actual,420,Arrival
13-Apr-26,13:40,FR9588,Cluj-Napoca (CLJ),CLJ,Ryanair,B38M,EI-IHC,C,FALSE,13:22,Actual,210,Arrival
13-Apr-26,13:45,EI3265,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,13:30,Actual,418,Arrival
13-Apr-26,13:45,FR5195,Bucharest (OTP),OTP,Ryanair,B38M,EI-HGP,C,FALSE,13:57,Actual,210,Arrival
13-Apr-26,13:45,FR7031,Faro (FAO),FAO,Ryanair,B738,SP-RNP,C,FALSE,13:52,Actual,201,Arrival
13-Apr-26,13:55,FR435,Liverpool (LPL),LPL,Ryanair,B38M,9H-VVJ,C,FALSE,15:06,Actual,203,Arrival
13-Apr-26,13:55,FR8936,Malta (MLA),MLA,Ryanair,B38M,EI-HET,C,FALSE,14:11,Actual,204,Arrival
13-Apr-26,14:00,EI605,Amsterdam (AMS),AMS,Aer Lingus,A21N,EI-XLU,C,FALSE,13:50,Actual,412,Arrival
13-Apr-26,14:00,FR11,Madrid (MAD),MAD,Ryanair,B38M,EI-HMZ,C,FALSE,14:23,Actual,203,Arrival
13-Apr-26,14:05,EI451,Naples (NAP),NAP,Aer Lingus (Retro livery),A320,EI-DVM,C,FALSE,14:08,Actual,412,Arrival
13-Apr-26,14:05,FR559,Manchester (MAN),MAN,Ryanair,B738,EI-EMH,C,FALSE,14:27,Actual,104,Arrival
13-Apr-26,14:10,EI423,Venice (VCE),VCE,Aer Lingus,A320,EI-DVE,C,FALSE,13:55,Actual,409,Arrival
13-Apr-26,14:10,EI525,Paris (CDG),CDG,Aer Lingus,A21N,EI-LRG,C,FALSE,14:00,Actual,408,Arrival
13-Apr-26,14:20,EA3267,Birmingham (BHX),BHX,Aer Lingus Regional,AT76,EI-GPO,B,FALSE,14:54,Actual,420,Arrival
13-Apr-26,14:22,N/A,Gran Canaria (LPA),LPA,-,H25B,OY-JBJ,C,FALSE,14:25,Actual,R101,Arrival
13-Apr-26,14:29,N/A,Rome (FCO),FCO,Aer Lingus,A320,EI-DER,C,FALSE,14:51,Actual,415,Arrival
13-Apr-26,14:30,EI68,Los Angeles (LAX),LAX,Aer Lingus,A333,EI-GAJ,E,TRUE,15:04,Actual,415,Arrival
13-Apr-26,14:30,BA830,London (LHR),LHR,British Airways,A320,G-EUYC,C,FALSE,14:35,Actual,425,Arrival
13-Apr-26,14:30,FR338,London (LTN),LTN,Ryanair,B738,EI-EVJ,C,FALSE,15:02,Actual,205,Arrival
13-Apr-26,14:35,EA3227,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HDK,B,FALSE,15:00,Actual,422,Arrival
13-Apr-26,14:35,FR117,London (LGW),LGW,Ryanair,B38M,EI-IHN,C,FALSE,15:20,Actual,205,Arrival
13-Apr-26,14:35,FR203,London (STN),STN,Ryanair,B38M,EI-HGW,C,FALSE,15:11,Actual,203,Arrival
13-Apr-26,14:40,EI505,Bordeaux (BOD),BOD,Aer Lingus,A320,EI-DEJ,C,FALSE,14:49,Actual,410,Arrival
13-Apr-26,14:40,EA3255,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-HNA,B,FALSE,15:14,Actual,421,Arrival
13-Apr-26,14:45,EI581,Malaga (AGP),AGP,Aer Lingus,A333,EI-EIL,E,FALSE,14:37,Actual,406,Arrival
13-Apr-26,14:45,EI493,Faro (FAO),FAO,Aer Lingus,A320,EI-EDP,C,FALSE,15:09,Actual,413,Arrival
13-Apr-26,14:45,FR5911,Lanzarote (ACE),ACE,Ryanair,B38M,9H-VUQ,C,FALSE,14:45,Actual,202,Arrival
13-Apr-26,14:50,EI163,London (LHR),LHR,Aer Lingus,A20N,EI-NSG,C,FALSE,14:30,Actual,414,Arrival
13-Apr-26,14:50,EI393,Hamburg (HAM),HAM,Aer Lingus,A320,EI-DEI,C,FALSE,17:30,Actual,411,Arrival
13-Apr-26,14:50,FR830,Venice (VCE),VCE,Ryanair,B738,9H-QEW,C,FALSE,14:56,Actual,111,Arrival
13-Apr-26,14:55,FR6841,Naples (NAP),NAP,Ryanair,B738,EI-DPN,C,FALSE,15:28,Actual,208,Arrival
13-Apr-26,15:00,FR5556,Tenerife (TFS),TFS,Ryanair,B738,SP-RNS,C,FALSE,15:17,Actual,209,Arrival
13-Apr-26,15:05,BA4464,London (LCY),LCY,British Airways,E190,G-LCAE,C,FALSE,15:38,Actual,425,Arrival
13-Apr-26,15:05,FR95,Gran Canaria (LPA),LPA,Ryanair,B38M,EI-HEN,C,FALSE,15:31,Actual,203,Arrival
13-Apr-26,15:25,AF1816,Paris (CDG),CDG,Air France,BCS3,F-HZUN,C,FALSE,16:02,Actual,115,Arrival
13-Apr-26,15:25,EI477,Dubrovnik (DBV),DBV,Aer Lingus,A320,EI-DEK,C,FALSE,15:23,Actual,404,Arrival
13-Apr-26,15:25,EI441,Athens (ATH),ATH,Aer Lingus,A320,EI-DVK,C,FALSE,15:35,Actual,413,Arrival
13-Apr-26,15:30,EI209,Manchester (MAN),MAN,Aer Lingus,A320,EI-GAM,C,FALSE,15:33,Actual,403,Arrival
13-Apr-26,15:35,FR507,Bristol (BRS),BRS,Ryanair,B738,SP-RKD,C,FALSE,15:25,Actual,206,Arrival
13-Apr-26,15:35,FR3007,Amsterdam (AMS),AMS,Ryanair,B738,EI-DPP,C,FALSE,15:42,Actual,204,Arrival
13-Apr-26,15:35,FR5404,Murcia (RMU),RMU,Ryanair,B38M,EI-IHY,C,FALSE,15:40,Actual,210,Arrival
13-Apr-26,15:35,FR7047,Malaga (AGP),AGP,Ryanair,B38M,EI-ILC,C,FALSE,16:24,Actual,207,Arrival
13-Apr-26,15:40,FR153,Leeds (LBA),LBA,Ryanair,B38M,9H-VUW,C,FALSE,15:49,Actual,210,Arrival
13-Apr-26,15:40,FR1115,Reus (REU),REU,Ryanair,B738,9H-QCT,C,FALSE,15:47,Actual,204,Arrival
13-Apr-26,15:45,EI165,London (LHR),LHR,Aer Lingus,A320,EI-FNJ,C,FALSE,15:45,Actual,407,Arrival
13-Apr-26,16:00,TK1977,Istanbul (IST),IST,Turkish Airlines,B738,TC-JHV,C,FALSE,15:52,Actual,113,Arrival
13-Apr-26,16:05,BA4466,London (LCY),LCY,British Airways,E190,G-LCYS,C,FALSE,16:00,Actual,426,Arrival
13-Apr-26,16:05,FR8911,Zagreb (ZAG),ZAG,Lauda Europe,A320,9H-LAX,C,FALSE,15:55,Actual,206,Arrival
13-Apr-26,16:15,FR7327,Prague (PRG),PRG,Ryanair,B738,SP-RSF,C,FALSE,15:57,Actual,209,Arrival
13-Apr-26,16:25,FR561,Manchester (MAN),MAN,Ryanair,B38M,EI-ILJ,C,FALSE,16:05,Actual,213,Arrival
13-Apr-26,16:25,FR1455,Milan (MXP),MXP,Ryanair,B738,9H-QDI,C,FALSE,16:44,Actual,203,Arrival
13-Apr-26,16:25,FR7035,Faro (FAO),FAO,Ryanair,B738,EI-DPL,C,FALSE,16:15,Actual,209,Arrival
13-Apr-26,16:28,N/A,Katowice (KTW),KTW,Ryanair,CL35,M-ASBA,C,FALSE,17:03,Actual,208,Arrival
13-Apr-26,16:30,FR1024,Budapest (BUD),BUD,Ryanair,B38M,EI-IFS,C,FALSE,16:12,Actual,R101,Arrival
13-Apr-26,16:35,EI161,London (LHR),LHR,Aer Lingus,A20N,EI-NSA,C,FALSE,16:10,Actual,412,Arrival
13-Apr-26,16:40,EI777,Lanzarote (ACE),ACE,Aer Lingus,A320,EI-DVI,C,FALSE,16:32,Actual,R101,Arrival
13-Apr-26,16:40,KL1141,Amsterdam (AMS),AMS,KLM,E190,PH-EZL,C,FALSE,16:35,Actual,118,Arrival
13-Apr-26,16:44,FX5201,Liege (LGG),LGG,FedEx,B763,N107FE,D,FALSE,16:21,Actual,R101,Arrival
13-Apr-26,16:45,EA3257,Edinburgh (EDI),EDI,Aer Lingus Regional,AT76,EI-FAT,B,FALSE,16:52,Actual,417,Arrival
13-Apr-26,16:50,FR3976,Barcelona (BCN),BCN,Ryanair,B738,9H-QCA,C,FALSE,17:08,Actual,210,Arrival
13-Apr-26,16:50,LH980,Frankfurt (FRA),FRA,Lufthansa,A321,D-AISH,C,FALSE,16:59,Actual,R101,Arrival
13-Apr-26,16:55,VL2518,Munich (MUC),MUC,Lufthansa City,A20N,D-AIIC,C,FALSE,16:54,Actual,R101,Arrival
13-Apr-26,17:00,FR4410,Rhodes (RHO),RHO,Ryanair,B738,SP-RND,C,FALSE,16:50,Actual,202,Arrival
13-Apr-26,17:05,FR5150,Glasgow (GLA),GLA,Ryanair,B38M,EI-IHC,C,FALSE,17:10,Actual,208,Arrival
13-Apr-26,17:15,AY1385,Helsinki (HEL),HEL,Finnair,A319,OH-LVH,C,FALSE,17:06,Actual,R101,Arrival
13-Apr-26,17:15,EI167,London (LHR),LHR,Aer Lingus,A20N,EI-NSD,C,FALSE,16:57,Actual,410,Arrival
13-Apr-26,17:15,EI3225,Glasgow (GLA),GLA,Aer Lingus Regional,AT76,EI-HPJ,B,FALSE,16:47,Actual,415,Arrival
13-Apr-26,17:20,EA3331,Exeter (EXT),EXT,Aer Lingus Regional,AT76,EI-GZV,B,FALSE,17:02,Actual,421,Arrival
13-Apr-26,17:25,FR665,Birmingham (BHX),BHX,Ryanair,B38M,9H-VVJ,C,FALSE,18:29,Actual,205,Arrival
13-Apr-26,17:25,FR7241,Madrid (MAD),MAD,Ryanair,B738,EI-EBY,C,FALSE,18:05,Actual,210,Arrival
13-Apr-26,17:30,FR339,London (LTN),LTN,Ryanair,B738,SP-RKM,C,FALSE,18:22,Actual,209,Arrival
13-Apr-26,17:35,FR4267,Verona (VRN),VRN,Ryanair,B738,9H-QEK,C,FALSE,17:36,Actual,206,Arrival
13-Apr-26,17:40,EI609,Amsterdam (AMS),AMS,Aer Lingus,A320,EI-DEP,C,FALSE,17:34,Actual,407,Arrival
13-Apr-26,17:40,FR289,London (STN),STN,Ryanair,B38M,EI-HMW,C,FALSE,17:59,Actual,208,Arrival
13-Apr-26,17:40,FR441,Liverpool (LPL),LPL,Ryanair,B38M,EI-IHN,C,FALSE,18:17,Actual,206,Arrival
